Clinical	01A	MappedSampleName	01A	MappedFileName
TCGA-EL-A3H3	TCGA-EL-A3H3-01A	5DCAB8CE-2748-46CF-8654-E10773A7FD56	TCGA-EL-A3H3-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.5DCAB8CE-2748-46CF-8654-E10773A7FD56.txt
TCGA-EL-A3H4	TCGA-EL-A3H4-01A	EA3477BB-A6ED-40D0-89E0-49B2EDB01C39	TCGA-EL-A3H4-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.EA3477BB-A6ED-40D0-89E0-49B2EDB01C39.txt
TCGA-EL-A3H5	TCGA-EL-A3H5-01A	E1AE830B-78F8-43CB-9872-782F94005113	TCGA-EL-A3H5-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E1AE830B-78F8-43CB-9872-782F94005113.txt
TCGA-EL-A3H7	TCGA-EL-A3H7-01A	285767ED-DA0D-4799-B1A3-E337C28D4A29	TCGA-EL-A3H7-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.285767ED-DA0D-4799-B1A3-E337C28D4A29.txt
TCGA-EL-A3H8	TCGA-EL-A3H8-01A	2DA3E1C8-4CF2-4D69-9457-75615FA591E8	TCGA-EL-A3H8-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.2DA3E1C8-4CF2-4D69-9457-75615FA591E8.txt
TCGA-EL-A3MW	TCGA-EL-A3MW-01A	63AFB3B3-5141-4E8D-818D-A0BA5A20F731	TCGA-EL-A3MW-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.63AFB3B3-5141-4E8D-818D-A0BA5A20F731.txt
TCGA-EL-A3MX	TCGA-EL-A3MX-01A	98015F09-31D3-4DDA-953B-9B1CF89BA819	TCGA-EL-A3MX-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.98015F09-31D3-4DDA-953B-9B1CF89BA819.txt
TCGA-EL-A3MY	TCGA-EL-A3MY-01A	673F01B9-555C-416A-A4C5-BC912300DBF2	TCGA-EL-A3MY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.673F01B9-555C-416A-A4C5-BC912300DBF2.txt
TCGA-EL-A3MZ	TCGA-EL-A3MZ-01A	5DAFC961-0671-4BEC-A0DD-0CA286B37100	TCGA-EL-A3MZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.5DAFC961-0671-4BEC-A0DD-0CA286B37100.txt
TCGA-EL-A3N2	TCGA-EL-A3N2-01A	4559BDCF-6B33-4C9B-932D-2468E5BE4366	TCGA-EL-A3N2-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.4559BDCF-6B33-4C9B-932D-2468E5BE4366.txt
TCGA-EL-A3N3	TCGA-EL-A3N3-01A	5A47D614-9CA9-444E-B30E-63F76790187C	TCGA-EL-A3N3-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.5A47D614-9CA9-444E-B30E-63F76790187C.txt
TCGA-EL-A3T0	TCGA-EL-A3T0-01A	C6B32FCB-58AF-4BDE-BFBE-243DFF7B2489	TCGA-EL-A3T0-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.C6B32FCB-58AF-4BDE-BFBE-243DFF7B2489.txt
TCGA-EL-A3T1	TCGA-EL-A3T1-01A	CA50D1BB-AE32-4BDD-B9DA-681AC3AA7A05	TCGA-EL-A3T1-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.CA50D1BB-AE32-4BDD-B9DA-681AC3AA7A05.txt
TCGA-EL-A3T2	TCGA-EL-A3T2-01A	34B578DE-338A-4C82-B608-1848E0A69C05	TCGA-EL-A3T2-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.34B578DE-338A-4C82-B608-1848E0A69C05.txt
TCGA-EL-A3T3	TCGA-EL-A3T3-01A	B3224A49-1EF2-4587-BF24-5BDE9B48E561	TCGA-EL-A3T3-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B3224A49-1EF2-4587-BF24-5BDE9B48E561.txt
TCGA-EL-A3T6	TCGA-EL-A3T6-01A	BF2743AA-8841-43FD-BE2E-9027DB1B2C79	TCGA-EL-A3T6-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.BF2743AA-8841-43FD-BE2E-9027DB1B2C79.txt
TCGA-EL-A3T7	TCGA-EL-A3T7-01A	90DD8BAD-2C6B-4E72-AA19-2552D8B0BD5A	TCGA-EL-A3T7-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.90DD8BAD-2C6B-4E72-AA19-2552D8B0BD5A.txt
TCGA-EL-A3T8	TCGA-EL-A3T8-01A	1E4D56E3-494A-424B-BC0C-3CC01CDA7E7C	TCGA-EL-A3T8-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1E4D56E3-494A-424B-BC0C-3CC01CDA7E7C.txt
TCGA-EL-A3T9	TCGA-EL-A3T9-01A	648E25DA-71F0-4511-82FC-4B365C6D4E85	TCGA-EL-A3T9-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.648E25DA-71F0-4511-82FC-4B365C6D4E85.txt
TCGA-EL-A3TA	TCGA-EL-A3TA-01A	134607A3-6948-4FA5-BE1D-5F702522AA78	TCGA-EL-A3TA-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.134607A3-6948-4FA5-BE1D-5F702522AA78.txt
TCGA-EL-A3TB	TCGA-EL-A3TB-01A	EA584F18-4965-4805-8F50-729C51D8BC03	TCGA-EL-A3TB-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.EA584F18-4965-4805-8F50-729C51D8BC03.txt
TCGA-EL-A3ZG	TCGA-EL-A3ZG-01A	F38487E6-5F4C-4C44-81D4-71CC82863F35	TCGA-EL-A3ZG-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F38487E6-5F4C-4C44-81D4-71CC82863F35.txt
TCGA-EL-A3ZH	TCGA-EL-A3ZH-01A	128390AC-225C-4327-84B4-547342A0B703	TCGA-EL-A3ZH-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.128390AC-225C-4327-84B4-547342A0B703.txt
TCGA-EL-A3ZK	TCGA-EL-A3ZK-01A	45972827-347F-4897-917D-7224BE2B3881	TCGA-EL-A3ZK-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.45972827-347F-4897-917D-7224BE2B3881.txt
TCGA-EL-A3ZL	TCGA-EL-A3ZL-01A	8FEBED0D-D623-4918-B1D4-AC2310AB8A9A	TCGA-EL-A3ZL-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8FEBED0D-D623-4918-B1D4-AC2310AB8A9A.txt
TCGA-EL-A3ZN	TCGA-EL-A3ZN-01A	9F0078E6-D6C8-49DA-8BD0-E86ED3AD11DE	TCGA-EL-A3ZN-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9F0078E6-D6C8-49DA-8BD0-E86ED3AD11DE.txt
TCGA-EL-A3ZO	TCGA-EL-A3ZO-01A	D684C650-CA6A-4CC6-A042-526CAB607EBF	TCGA-EL-A3ZO-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D684C650-CA6A-4CC6-A042-526CAB607EBF.txt
TCGA-EL-A3ZP	TCGA-EL-A3ZP-01A	0DF03224-6C37-4293-A746-0D98C0845192	TCGA-EL-A3ZP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0DF03224-6C37-4293-A746-0D98C0845192.txt
TCGA-EL-A3ZQ	TCGA-EL-A3ZQ-01A	0826F599-FB20-4A35-B832-92D4045D9EA8	TCGA-EL-A3ZQ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0826F599-FB20-4A35-B832-92D4045D9EA8.txt
TCGA-EL-A3ZR	TCGA-EL-A3ZR-01A	1183F3EB-4A97-4B19-B03C-FC659C047A25	TCGA-EL-A3ZR-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1183F3EB-4A97-4B19-B03C-FC659C047A25.txt
TCGA-EL-A3ZS	TCGA-EL-A3ZS-01A	66D144BD-5086-450F-B0E4-9327286EB5DB	TCGA-EL-A3ZS-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.66D144BD-5086-450F-B0E4-9327286EB5DB.txt
TCGA-EL-A3ZT	TCGA-EL-A3ZT-01A	A813C47C-FF3E-4D2B-99F1-993640401099	TCGA-EL-A3ZT-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A813C47C-FF3E-4D2B-99F1-993640401099.txt
TCGA-EL-A4JV	TCGA-EL-A4JV-01A	9CD65EB8-9233-43A0-80FA-090741239641	TCGA-EL-A4JV-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9CD65EB8-9233-43A0-80FA-090741239641.txt
TCGA-EL-A4JW	TCGA-EL-A4JW-01A	613B13B6-0739-4698-AD03-E8A29762F87B	TCGA-EL-A4JW-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.613B13B6-0739-4698-AD03-E8A29762F87B.txt
TCGA-EL-A4JX	TCGA-EL-A4JX-01A	F5C19260-4E9A-40DE-8BDD-275DD4281D69	TCGA-EL-A4JX-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F5C19260-4E9A-40DE-8BDD-275DD4281D69.txt
TCGA-EL-A4JZ	TCGA-EL-A4JZ-01A	C40F45F1-A27B-4892-97FF-6E501061AA5A	TCGA-EL-A4JZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.C40F45F1-A27B-4892-97FF-6E501061AA5A.txt
TCGA-EL-A4K0	TCGA-EL-A4K0-01A	#N/A	TCGA-EL-A4K0-01A	0
TCGA-EL-A4K1	TCGA-EL-A4K1-01A	CB2D0370-A550-496E-BE0A-682BA59D7E46	TCGA-EL-A4K1-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.CB2D0370-A550-496E-BE0A-682BA59D7E46.txt
TCGA-EL-A4K2	TCGA-EL-A4K2-01A	5A7416AA-68C0-4E5E-8033-0E0665752575	TCGA-EL-A4K2-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.5A7416AA-68C0-4E5E-8033-0E0665752575.txt
TCGA-EL-A4K4	TCGA-EL-A4K4-01A	B0C80EC6-3B2C-4F39-B443-16BA7ABDEC60	TCGA-EL-A4K4-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B0C80EC6-3B2C-4F39-B443-16BA7ABDEC60.txt
TCGA-EL-A4K6	TCGA-EL-A4K6-01A	C18ADC9F-D012-4E31-93C9-65F2149A1ED6	TCGA-EL-A4K6-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.C18ADC9F-D012-4E31-93C9-65F2149A1ED6.txt
TCGA-EL-A4K7	TCGA-EL-A4K7-01A	D4C0432C-AC65-4D67-8315-9FC6FFF75D57	TCGA-EL-A4K7-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D4C0432C-AC65-4D67-8315-9FC6FFF75D57.txt
TCGA-EL-A4K9	TCGA-EL-A4K9-01A	3292F4F2-9852-4F25-9E0A-F3556701F5D6	TCGA-EL-A4K9-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.3292F4F2-9852-4F25-9E0A-F3556701F5D6.txt
TCGA-EL-A4KD	TCGA-EL-A4KD-01A	8959B5BA-9956-4FC1-852A-1BD8C5E39920	TCGA-EL-A4KD-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8959B5BA-9956-4FC1-852A-1BD8C5E39920.txt
TCGA-EL-A4KG	TCGA-EL-A4KG-01A	F1DB56FA-2375-4193-9ECE-89AAE34887C3	TCGA-EL-A4KG-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F1DB56FA-2375-4193-9ECE-89AAE34887C3.txt
TCGA-EL-A4KH	TCGA-EL-A4KH-01A	9D8ECFD2-E8C4-4E72-99E8-B10838281D70	TCGA-EL-A4KH-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9D8ECFD2-E8C4-4E72-99E8-B10838281D70.txt
TCGA-EL-A4KI	TCGA-EL-A4KI-01A	A79AC811-6C8D-4145-A35B-5FD5B65F433C	TCGA-EL-A4KI-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A79AC811-6C8D-4145-A35B-5FD5B65F433C.txt
TCGA-EM-A1CS	TCGA-EM-A1CS-01A	#N/A	TCGA-EM-A1CS-01A	0
TCGA-EM-A1CT	TCGA-EM-A1CT-01A	54321973-FE0A-493B-990A-ED6B232E4EFE	TCGA-EM-A1CT-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.54321973-FE0A-493B-990A-ED6B232E4EFE.txt
TCGA-EM-A1CU	TCGA-EM-A1CU-01A	DC4519F3-AAD9-47A3-93CF-FE046C99F1E4	TCGA-EM-A1CU-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.DC4519F3-AAD9-47A3-93CF-FE046C99F1E4.txt
TCGA-EM-A1CV	TCGA-EM-A1CV-01A	452CA939-DE42-4E6C-A0D2-CB4649562AF3	TCGA-EM-A1CV-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.452CA939-DE42-4E6C-A0D2-CB4649562AF3.txt
TCGA-EM-A1CW	TCGA-EM-A1CW-01A	19C1AC61-4032-4A89-B43E-C0A5BF376E15	TCGA-EM-A1CW-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.19C1AC61-4032-4A89-B43E-C0A5BF376E15.txt
TCGA-EM-A1YA	TCGA-EM-A1YA-01A	56A37BAC-D28A-4DD6-A8ED-290B9DC74CF3	TCGA-EM-A1YA-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.56A37BAC-D28A-4DD6-A8ED-290B9DC74CF3.txt
TCGA-EM-A1YB	TCGA-EM-A1YB-01A	633E9403-52FA-4DC5-86B3-6F317886C507	TCGA-EM-A1YB-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.633E9403-52FA-4DC5-86B3-6F317886C507.txt
TCGA-EM-A1YC	TCGA-EM-A1YC-01A	E5571350-A3DA-4469-8791-B7201CC3477F	TCGA-EM-A1YC-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E5571350-A3DA-4469-8791-B7201CC3477F.txt
TCGA-EM-A1YD	TCGA-EM-A1YD-01A	CE2AA934-7165-44A6-8512-D4E5C5C369B8	TCGA-EM-A1YD-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.CE2AA934-7165-44A6-8512-D4E5C5C369B8.txt
TCGA-EM-A1YE	TCGA-EM-A1YE-01A	DF26FEB3-913B-494E-9599-181E958442B7	TCGA-EM-A1YE-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.DF26FEB3-913B-494E-9599-181E958442B7.txt
TCGA-EM-A22I	TCGA-EM-A22I-01A	950A72D3-DAFB-4980-8659-74B08BB84091	TCGA-EM-A22I-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.950A72D3-DAFB-4980-8659-74B08BB84091.txt
TCGA-EM-A22J	TCGA-EM-A22J-01A	4A35FDCA-8545-40A1-9D00-A685B556A59B	TCGA-EM-A22J-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.4A35FDCA-8545-40A1-9D00-A685B556A59B.txt
TCGA-EM-A22K	TCGA-EM-A22K-01A	#N/A	TCGA-EM-A22K-01A	0
TCGA-EM-A22L	TCGA-EM-A22L-01A	62A278D6-589E-4547-85B1-D5711C3B7BCF	TCGA-EM-A22L-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.62A278D6-589E-4547-85B1-D5711C3B7BCF.txt
TCGA-EM-A22M	TCGA-EM-A22M-01A	304365E2-F07B-4860-8097-A111B4B85D37	TCGA-EM-A22M-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.304365E2-F07B-4860-8097-A111B4B85D37.txt
TCGA-EM-A22N	TCGA-EM-A22N-01A	#N/A	TCGA-EM-A22N-01A	0
TCGA-EM-A22O	TCGA-EM-A22O-01A	A8B47313-EA5A-48E7-A0C8-C61CF32672B1	TCGA-EM-A22O-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A8B47313-EA5A-48E7-A0C8-C61CF32672B1.txt
TCGA-EM-A22P	TCGA-EM-A22P-01A	#N/A	TCGA-EM-A22P-01A	0
TCGA-EM-A22Q	TCGA-EM-A22Q-01A	1C7C8648-FDF2-4C20-97EA-28004BAE2271	TCGA-EM-A22Q-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1C7C8648-FDF2-4C20-97EA-28004BAE2271.txt
TCGA-EM-A2CJ	TCGA-EM-A2CJ-01A	700784FC-13D0-4315-A3C0-CED90D3BA9C0	TCGA-EM-A2CJ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.700784FC-13D0-4315-A3C0-CED90D3BA9C0.txt
TCGA-EM-A2CK	TCGA-EM-A2CK-01A	D52CDB00-4F0F-4451-8510-83539CDE96CA	TCGA-EM-A2CK-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D52CDB00-4F0F-4451-8510-83539CDE96CA.txt
TCGA-EM-A2CL	TCGA-EM-A2CL-01A	9F23E70F-FA86-4736-89BF-440765E4BE3E	TCGA-EM-A2CL-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9F23E70F-FA86-4736-89BF-440765E4BE3E.txt
TCGA-EM-A2CM	TCGA-EM-A2CM-01A	454A81E7-376D-4E6B-874D-34011847AA70	TCGA-EM-A2CM-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.454A81E7-376D-4E6B-874D-34011847AA70.txt
TCGA-EM-A2CN	TCGA-EM-A2CN-01A	1B114F99-1917-40C9-B5EF-9DE7769EC87F	TCGA-EM-A2CN-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1B114F99-1917-40C9-B5EF-9DE7769EC87F.txt
TCGA-EM-A2CO	TCGA-EM-A2CO-01A	07946B76-5E75-4A81-B318-18A3420A542A	TCGA-EM-A2CO-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.07946B76-5E75-4A81-B318-18A3420A542A.txt
TCGA-EM-A2CP	TCGA-EM-A2CP-01A	20245147-5C5F-48BD-896D-4909652E3954	TCGA-EM-A2CP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.20245147-5C5F-48BD-896D-4909652E3954.txt
TCGA-EM-A2CQ	TCGA-EM-A2CQ-01A	895A4F17-44E4-431E-A05A-20E811A4B2EE	TCGA-EM-A2CQ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.895A4F17-44E4-431E-A05A-20E811A4B2EE.txt
TCGA-EM-A2CR	TCGA-EM-A2CR-01A	898C21EB-9DB1-4E54-AA1C-4F9897D75CA5	TCGA-EM-A2CR-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.898C21EB-9DB1-4E54-AA1C-4F9897D75CA5.txt
TCGA-EM-A2CS	TCGA-EM-A2CS-01A	796BB9E4-AE8E-4179-BD7D-33838F4B1B5B	TCGA-EM-A2CS-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.796BB9E4-AE8E-4179-BD7D-33838F4B1B5B.txt
TCGA-EM-A2CT	TCGA-EM-A2CT-01A	#N/A	TCGA-EM-A2CT-01A	0
TCGA-EM-A2CU	TCGA-EM-A2CU-01A	E84B85F3-1A32-400B-B3A2-A476F107ED67	TCGA-EM-A2CU-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E84B85F3-1A32-400B-B3A2-A476F107ED67.txt
TCGA-EM-A2OV	TCGA-EM-A2OV-01A	E2FD058E-7C88-4C89-B63F-554CAF9128B1	TCGA-EM-A2OV-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E2FD058E-7C88-4C89-B63F-554CAF9128B1.txt
TCGA-EM-A2OW	TCGA-EM-A2OW-01A	#N/A	TCGA-EM-A2OW-01A	0
TCGA-EM-A2OX	TCGA-EM-A2OX-01A	#N/A	TCGA-EM-A2OX-01A	0
TCGA-EM-A2OY	TCGA-EM-A2OY-01A	04FF4F12-1514-42E1-8076-02420BDB8E55	TCGA-EM-A2OY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.04FF4F12-1514-42E1-8076-02420BDB8E55.txt
TCGA-EM-A2OZ	TCGA-EM-A2OZ-01A	#N/A	TCGA-EM-A2OZ-01A	0
TCGA-EM-A2P0	TCGA-EM-A2P0-01A	#N/A	TCGA-EM-A2P0-01A	0
TCGA-EM-A2P1	TCGA-EM-A2P1-01A	366E31DE-DE12-43EE-9A55-71EBAF1CDE06	TCGA-EM-A2P1-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.366E31DE-DE12-43EE-9A55-71EBAF1CDE06.txt
TCGA-EM-A2P2	TCGA-EM-A2P2-01A	#N/A	TCGA-EM-A2P2-01A	0
TCGA-EM-A2P3	TCGA-EM-A2P3-01A	#N/A	TCGA-EM-A2P3-01A	0
TCGA-EM-A3AI	TCGA-EM-A3AI-01A	2B84307C-1462-4781-B08B-29BE5BAA71CD	TCGA-EM-A3AI-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.2B84307C-1462-4781-B08B-29BE5BAA71CD.txt
TCGA-EM-A3AJ	TCGA-EM-A3AJ-01A	20ABA6BC-D519-48B1-A21D-0F982E475BFC	TCGA-EM-A3AJ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.20ABA6BC-D519-48B1-A21D-0F982E475BFC.txt
TCGA-EM-A3AK	TCGA-EM-A3AK-01A	#N/A	TCGA-EM-A3AK-01A	0
TCGA-EM-A3AL	TCGA-EM-A3AL-01A	E7C13335-6344-4A3B-9AA6-9AB4406A8F4D	TCGA-EM-A3AL-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E7C13335-6344-4A3B-9AA6-9AB4406A8F4D.txt
TCGA-EM-A3AN	TCGA-EM-A3AN-01A	0A0E85D2-C37E-4C15-BAB1-675CCA1B2E65	TCGA-EM-A3AN-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0A0E85D2-C37E-4C15-BAB1-675CCA1B2E65.txt
TCGA-EM-A3AO	TCGA-EM-A3AO-01A	87209667-6B56-4B7A-9667-7C3D295D66C3	TCGA-EM-A3AO-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.87209667-6B56-4B7A-9667-7C3D295D66C3.txt
TCGA-EM-A3AP	TCGA-EM-A3AP-01A	90A42C33-C386-4E37-AA68-F8A7AB6CDC50	TCGA-EM-A3AP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.90A42C33-C386-4E37-AA68-F8A7AB6CDC50.txt
TCGA-EM-A3AQ	TCGA-EM-A3AQ-01A	#N/A	TCGA-EM-A3AQ-01A	0
TCGA-EM-A3AR	TCGA-EM-A3AR-01A	#N/A	TCGA-EM-A3AR-01A	0
TCGA-EM-A3FJ	TCGA-EM-A3FJ-01A	987F057A-EEBB-423E-B93A-0555E76A2F34	TCGA-EM-A3FJ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.987F057A-EEBB-423E-B93A-0555E76A2F34.txt
TCGA-EM-A3FK	TCGA-EM-A3FK-01A	#N/A	TCGA-EM-A3FK-01A	0
TCGA-EM-A3FL	TCGA-EM-A3FL-01A	B4AEA22D-238D-4449-B8CC-50B660B4AB47	TCGA-EM-A3FL-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B4AEA22D-238D-4449-B8CC-50B660B4AB47.txt
TCGA-EM-A3FM	TCGA-EM-A3FM-01A	#N/A	TCGA-EM-A3FM-01A	0
TCGA-EM-A3FN	TCGA-EM-A3FN-01A	CAC49ADD-96E4-4BC9-8527-DAE855209596	TCGA-EM-A3FN-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.CAC49ADD-96E4-4BC9-8527-DAE855209596.txt
TCGA-EM-A3FO	TCGA-EM-A3FO-01A	EC6F183C-9F17-4BF1-96E3-7AFCB90A983D	TCGA-EM-A3FO-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.EC6F183C-9F17-4BF1-96E3-7AFCB90A983D.txt
TCGA-EM-A3FP	TCGA-EM-A3FP-01A	4F500E56-EB59-4561-B9D9-0A22E5E8782E	TCGA-EM-A3FP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.4F500E56-EB59-4561-B9D9-0A22E5E8782E.txt
TCGA-EM-A3FQ	TCGA-EM-A3FQ-01A	#N/A	TCGA-EM-A3FQ-01A	0
TCGA-EM-A3FR	TCGA-EM-A3FR-01A	#N/A	TCGA-EM-A3FR-01A	0
TCGA-EM-A3O3	TCGA-EM-A3O3-01A	C946F503-DA14-49DB-9AE1-1CF223511261	TCGA-EM-A3O3-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.C946F503-DA14-49DB-9AE1-1CF223511261.txt
TCGA-EM-A3O6	TCGA-EM-A3O6-01A	BBD61CC6-3E9C-4C9A-805E-A15FB2E01640	TCGA-EM-A3O6-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.BBD61CC6-3E9C-4C9A-805E-A15FB2E01640.txt
TCGA-EM-A3O7	TCGA-EM-A3O7-01A	B7DD50AF-DBA9-45DC-9B29-3FA96F4742FA	TCGA-EM-A3O7-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B7DD50AF-DBA9-45DC-9B29-3FA96F4742FA.txt
TCGA-EM-A3O8	TCGA-EM-A3O8-01A	#N/A	TCGA-EM-A3O8-01A	0
TCGA-EM-A3O9	TCGA-EM-A3O9-01A	1A692384-FFB1-42B4-A61B-494DBCD1EF05	TCGA-EM-A3O9-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1A692384-FFB1-42B4-A61B-494DBCD1EF05.txt
TCGA-EM-A3OA	TCGA-EM-A3OA-01A	#N/A	TCGA-EM-A3OA-01A	0
TCGA-EM-A3OB	TCGA-EM-A3OB-01A	#N/A	TCGA-EM-A3OB-01A	0
TCGA-EM-A3ST	TCGA-EM-A3ST-01A	A6C8C0AF-6091-4770-9CE1-B92AA3C66D74	TCGA-EM-A3ST-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A6C8C0AF-6091-4770-9CE1-B92AA3C66D74.txt
TCGA-EM-A3SU	TCGA-EM-A3SU-01A	9854EE89-FD7E-42CD-B924-6CAB43D1BFC7	TCGA-EM-A3SU-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9854EE89-FD7E-42CD-B924-6CAB43D1BFC7.txt
